'Gyeongsangbuk-do', 'Ulleung-gun', '24.81', '11'
'Gyeongsangbuk-do', 'Uljin-gun', '27.3', '83'
'Gyeongsangbuk-do', 'Uiseong-gun', '40.26', '108'
'Gyeongsangbuk-do', 'Cheongdo-gun', '36.55', '85'
'Gyeongsangbuk-do', 'Cheongsong-gun', '36.08', '55'
'Gyeongsangbuk-do', 'Chilgok-gun', '15.17', '151'
'Gyeongsangbuk-do', 'Pohang-si', '16.44', '877'
'Gyeongsangnam-do', 'Gyeongsangnam-do', '16.51', '5364'
'Gyeongsangnam-do', 'Geoje-si', '10.22', '317'
'Gyeongsangnam-do', 'Geochang-gun', '27.01', '127'
'Gyeongsangnam-do', 'Goseong-gun', '30.17', '89'
'Gyeongsangnam-do', 'Gimhae-si', '10.74', '711'
'Gyeongsangnam-do', 'Namhae-gun', '36.92', '88'
'Gyeongsangnam-do', 'Miryang-si', '27.31', '178'
'Gyeongsangnam-do', 'Sacheon-si', '21.17', '191'
'Gyeongsangnam-do', 'Sancheong-gun', '35.42', '72'
'Gyeongsangnam-do', 'Yangsan-si', '12.92', '507'
'Gyeongsangnam-do', 'Uiryeong-gun', '35.95', '60'
'Gyeongsangnam-do', 'Jinju-si', '16.27', '597'
'Gyeongsangnam-do', 'Changnyeong-gun', '29.8', '129'
'Gyeongsangnam-do', 'Changwon-si', '13.64', '1701'
'Gyeongsangnam-do', 'Tongyeong-si', '18.47', '230'
'Gyeongsangnam-do', 'Hadong-gun', '32.89', '94'
'Gyeongsangnam-do', 'Haman-gun', '23.74', '94'
'Gyeongsangnam-do', 'Hamyang-gun', '32.65', '83'
'Gyeongsangnam-do', 'Hapcheon-gun', '38.44', '96'
'Jeju-do', 'Jeju-do', '15.1', '1245'
'Korea', 'Korea', '15.67', '94865'
